851456_reviewed	base-excision repair, gap-filling
853462_reviewed	base-excision repair
855054_reviewed	copper ion transport
850822_reviewed	G1/S transition of mitotic cell cycle
855689_reviewed	DNA-templated transcription open complex formation
854647_reviewed	actin filament bundle assembly
851029_reviewed	actin filament bundle assembly
853783_reviewed	cytoskeleton-dependent intracellular transport
855533_reviewed	cell division
852577_reviewed	DNA damage checkpoint signaling
853788_reviewed	mRNA branch site recognition
855218_reviewed	7-methylguanosine mRNA capping
853041_reviewed	chromosome segregation
851774_reviewed	mRNA export from nucleus in response to heat stress
851751_reviewed	cytoskeleton organization
852868_reviewed	nuclear export
854851_reviewed	cellular response to cobalt ion
855785_reviewed	ascospore-type prospore membrane formation
854327_reviewed	chromosome segregation
854114_reviewed	base-excision repair
856468_reviewed	cell division
852667_reviewed	fatty acid beta-oxidation
852713_reviewed	chromatin remodeling
855320_reviewed	regulation of transcription by RNA polymerase II
854688_reviewed	actin filament organization
855312_reviewed	nucleolar large rRNA transcription by RNA polymerase I
854307_reviewed	negative regulation of invasive growth in response to glucose limitation
853315_reviewed	DNA repair
855217_reviewed	rDNA heterochromatin formation
854192_reviewed	intracellular protein localization
853097_reviewed	tyrosyl-tRNA aminoacylation
852110_reviewed	chromatin organization
852714_reviewed	cellular response to starvation
850873_reviewed	negative regulation of transcription by RNA polymerase II
854188_reviewed	chromatin remodeling
855117_reviewed	actin filament depolymerization
851753_reviewed	arginine metabolic process
855059_reviewed	arginine metabolic process
854406_reviewed	cell integrity MAPK cascade
852193_reviewed	actin filament organization
853043_reviewed	amino acid transport
855323_reviewed	DNA-templated transcription
854834_reviewed	cysteine biosynthetic process
850306_reviewed	fungal-type cell wall organization
850516_reviewed	regulation of transcription by RNA polymerase II
854294_reviewed	actin filament organization
852311_reviewed	ascospore wall assembly
852218_reviewed	chitin biosynthetic process
854296_reviewed	actin cortical patch localization
856482_reviewed	G2/M transition of mitotic cell cycle
852249_reviewed	cell division
851338_reviewed	galactose metabolic process
854922_reviewed	3'-UTR-mediated mRNA stabilization
854553_reviewed	glucose mediated signaling pathway
856293_reviewed	cell division
853546_reviewed	adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion
853904_reviewed	negative regulation of transcription by RNA polymerase II
856886_reviewed	positive regulation of DNA replication
852365_reviewed	DNA geometric change
855535_reviewed	DNA replication, Okazaki fragment processing
852951_reviewed	ergosterol biosynthetic process
852883_reviewed	ergosterol biosynthetic process
851965_reviewed	double-strand break repair via homologous recombination
852308_reviewed	carbohydrate phosphorylation
850521_reviewed	5S class rRNA transcription by RNA polymerase III
854766_reviewed	regulation of glycogen biosynthetic process
852806_reviewed	cellular response to heat
853372_reviewed	ERAD pathway
854193_reviewed	hyperosmotic response
850970_reviewed	double-strand break repair via nonhomologous end joining
851358_reviewed	actin cytoskeleton organization
856277_reviewed	negative regulation of Arp2/3 complex-mediated actin nucleation
850323_reviewed	actin cortical patch localization
855035_reviewed	intracellular copper ion homeostasis
855409_reviewed	ascospore formation
851193_reviewed	glycolytic process
853994_reviewed	gluconeogenesis
853478_reviewed	meiotic DNA double-strand break formation
856768_reviewed	DNA recombination
856069_reviewed	negative regulation of transcription by RNA polymerase II
851840_reviewed	negative regulation of transcription by RNA polymerase II
851333_reviewed	carbohydrate transport
851180_reviewed	spindle pole body duplication
852322_reviewed	chromatin remodeling
853089_reviewed	cellular response to glucose starvation
852533_reviewed	regulation of gene expression
853157_reviewed	clathrin coat assembly
853137_reviewed	Group I intron splicing
856897_reviewed	mitochondrial respiratory chain complex IV assembly
854018_reviewed	medium-chain fatty acid transport
855991_reviewed	peroxisome fission
853961_reviewed	generation of catalytic spliceosome for second transesterification step
855981_reviewed	nucleotide-excision repair
855163_reviewed	meiotic DNA double-strand break formation
855634_reviewed	actin filament organization
856016_reviewed	cellular response to heat
854469_reviewed	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
854828_reviewed	chromosome segregation
850507_reviewed	DNA replication, synthesis of primer
855268_reviewed	methylation
856426_reviewed	DNA repair
855230_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
855331_reviewed	mitochondrial RNA catabolic process
852820_reviewed	cellular response to oxidative stress
851008_reviewed	protein targeting to membrane
850795_reviewed	tRNA processing
856022_reviewed	tRNA-type intron splice site recognition and cleavage
855678_reviewed	COPII-coated vesicle cargo loading
855464_reviewed	intracellular sterol transport
851023_reviewed	bipolar cellular bud site selection
850328_reviewed	2-micrometer plasmid partitioning
856579_reviewed	glycolytic process
851018_reviewed	Golgi to plasma membrane protein transport
853164_reviewed	pseudohyphal growth
855417_reviewed	cell division
852466_reviewed	peroxisome organization
854368_reviewed	peroxisome fission
851109_reviewed	mitochondrial proton-transporting ATP synthase complex assembly
854601_reviewed	proton motive force-driven ATP synthesis
852177_reviewed	proton motive force-driven ATP synthesis
856027_reviewed	protein-containing complex assembly
856358_reviewed	ascospore formation
854449_reviewed	invasive growth in response to glucose limitation
856861_reviewed	cell wall organization
854360_reviewed	establishment of cell polarity
856075_reviewed	endocytosis
855423_reviewed	endocytosis
854037_reviewed	establishment of cell polarity
852099_reviewed	establishment of mitotic spindle localization
850836_reviewed	actin cytoskeleton organization
850423_reviewed	cellular response to amino acid starvation
850330_reviewed	cytogamy
851041_reviewed	ascospore wall assembly
856438_reviewed	ergosterol biosynthetic process
854197_reviewed	positive regulation of transcription by RNA polymerase II
855946_reviewed	7-methylguanosine cap hypermethylation
854856_reviewed	glutathione metabolic process
850666_reviewed	glutathione metabolic process
853743_reviewed	chaperone-mediated protein complex assembly
854874_reviewed	arginine metabolic process
854087_reviewed	cellular response to oleic acid
851247_reviewed	cellular response to oleic acid
854545_reviewed	cellular response to oleic acid
854981_reviewed	cell differentiation
850832_reviewed	chromatin organization
851542_reviewed	cellular response to arsenic-containing substance
850406_reviewed	negative regulation of transcription by RNA polymerase II
855302_reviewed	formation of cytoplasmic translation initiation complex
854780_reviewed	chromosome condensation
853880_reviewed	nucleolus organization
854456_reviewed	actin cytoskeleton organization
851371_reviewed	gene conversion at mating-type locus
856115_reviewed	double-strand break repair
853489_reviewed	protein folding
851857_reviewed	negative regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion
852050_reviewed	DNA damage checkpoint signaling
852262_reviewed	base-excision repair
852028_reviewed	chromosome segregation
855987_reviewed	G1/S transition of mitotic cell cycle
853650_reviewed	chromatin organization
855067_reviewed	DNA repair
852541_reviewed	carbon catabolite activation of transcription
855483_reviewed	peptide pheromone maturation
856352_reviewed	cytoplasmic translation
853262_reviewed	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
852096_reviewed	chromatin remodeling
851222_reviewed	chromatin remodeling
856323_reviewed	chromatin organization
852876_reviewed	positive regulation of TORC1 signaling
851517_reviewed	mitochondrial translation
853748_reviewed	chromatin remodeling
855648_reviewed	mitochondria-nucleus signaling pathway
854149_reviewed	endoplasmic reticulum unfolded protein response
852593_reviewed	metal ion transport
851960_reviewed	Golgi to endosome transport
854950_reviewed	lactate metabolic process
853538_reviewed	cell wall mannoprotein biosynthetic process
852712_reviewed	protein transport
851074_reviewed	cellular response to potassium ion starvation
850941_reviewed	autophagosome assembly
852394_reviewed	autophagy
854627_reviewed	aerobic respiration
851707_reviewed	actin filament bundle assembly
851437_reviewed	glutathione metabolic process
850530_reviewed	'de novo' protein folding
856099_reviewed	establishment of sister chromatid cohesion
850584_reviewed	chromatin looping
850314_reviewed	positive regulation of endoplasmic reticulum unfolded protein response
854909_reviewed	protein folding in endoplasmic reticulum
850807_reviewed	mRNA cis splicing, via spliceosome
851462_reviewed	ERAD pathway
851210_reviewed	ERAD pathway
853608_reviewed	fungal-type cell wall biogenesis
851587_reviewed	cytoplasmic translation
855691_reviewed	glutamate biosynthetic process
854303_reviewed	glutamate biosynthetic process
852971_reviewed	actin cortical patch organization
855025_reviewed	intracellular distribution of mitochondria
855956_reviewed	ATP transport
853647_reviewed	ATP transport
856470_reviewed	ergosterol biosynthetic process
856602_reviewed	intracellular protein localization
856713_reviewed	endosome organization
850843_reviewed	negative regulation of apoptotic process
855310_reviewed	mRNA splicing, via spliceosome
853906_reviewed	endosome transport via multivesicular body sorting pathway
851641_reviewed	ATP export
850885_reviewed	oligopeptide export from mitochondrion
851731_reviewed	actin filament organization
851256_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
855076_reviewed	endosomal lumen acidification
850684_reviewed	autophagy of mitochondrion
853033_reviewed	inner mitochondrial membrane organization
853146_reviewed	mitochondrion inheritance
856754_reviewed	mRNA processing
851918_reviewed	clathrin coat disassembly
854231_reviewed	cellular respiration
853940_reviewed	cellular response to oxidative stress
855511_reviewed	positive regulation of mRNA splicing, via spliceosome
854839_reviewed	Group I intron splicing
852976_reviewed	cytoplasmic translation
852211_reviewed	5-phosphoribose 1-diphosphate biosynthetic process
855089_reviewed	ERAD pathway
852576_reviewed	ERAD pathway
854470_reviewed	chromatin organization
852462_reviewed	cellular response to heat
853959_reviewed	nonfunctional rRNA decay
855731_reviewed	cell division
850769_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
856686_reviewed	endocytosis
856421_reviewed	endosomal lumen acidification
850947_reviewed	protein targeting to membrane
854039_reviewed	protein targeting to membrane
851392_reviewed	actin cortical patch assembly
853128_reviewed	cytoplasmic translation
855903_reviewed	cytoplasmic translation
855774_reviewed	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
853534_reviewed	microtubule cytoskeleton organization
856465_reviewed	spermidine metabolic process
855387_reviewed	protein import into peroxisome matrix
854113_reviewed	protein import into peroxisome matrix, receptor recycling
853702_reviewed	protein targeting to ER
851886_reviewed	protein targeting to ER
851817_reviewed	mitochondrial respiratory chain complex IV assembly
854829_reviewed	ribosomal large subunit assembly
856691_reviewed	actin cytoskeleton organization
851207_reviewed	endocytic recycling
853818_reviewed	budding cell bud growth
851832_reviewed	cell budding
854907_reviewed	intracellular sodium ion homeostasis
850829_reviewed	intracellular monoatomic cation homeostasis
853352_reviewed	intracellular potassium ion homeostasis
853966_reviewed	G1/S transition of mitotic cell cycle
856093_reviewed	G1/S transition of mitotic cell cycle
855861_reviewed	cell division
854995_reviewed	ERAD pathway
853870_reviewed	actin cytoskeleton organization
851376_reviewed	lactate catabolic process
855948_reviewed	cell division
852897_reviewed	cellular bud site selection
854249_reviewed	G1/S transition of mitotic cell cycle
855347_reviewed	intracellular iron ion homeostasis
851467_reviewed	clathrin-dependent endocytosis
851930_reviewed	proteasome-mediated ubiquitin-dependent protein catabolic process
854503_reviewed	cellular response to alkaline pH
856483_reviewed	mitochondrial outer membrane translocase complex assembly
855082_reviewed	mitochondrial outer membrane translocase complex assembly
855705_reviewed	protein import into mitochondrial matrix
856234_reviewed	L-methionine salvage from methylthioadenosine
854793_reviewed	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
854815_reviewed	endocytosis
853889_reviewed	autophagy
856583_reviewed	cellular response to oxidative stress
854333_reviewed	cellular response to oxidative stress
850506_reviewed	cytoplasmic microtubule organization
852033_reviewed	cellular response to stress
855284_reviewed	intracellular zinc ion homeostasis
852839_reviewed	maintenance of transcriptional fidelity during transcription elongation by RNA polymerase II
854508_reviewed	cellular response to nitrogen starvation
851649_reviewed	fungal-type cell wall organization
855586_reviewed	DNA repair
854477_reviewed	axial cellular bud site selection
851067_reviewed	cellular bud site selection
852932_reviewed	cellular bud site selection
853751_reviewed	positive regulation of transcription by RNA polymerase II
856903_reviewed	actin cytoskeleton organization
851409_reviewed	actin cortical patch assembly
851202_reviewed	chromosome segregation
856117_reviewed	cellular response to acidic pH
855570_reviewed	chromosome organization
854421_reviewed	fungal-type cell wall organization
854973_reviewed	AMP metabolic process
850753_reviewed	endoplasmic reticulum tubular network organization
855093_reviewed	vesicle-mediated transport
854372_reviewed	apoptotic process
854698_reviewed	proteolysis
850513_reviewed	endoplasmic reticulum unfolded protein response
854820_reviewed	protein import into peroxisome matrix
851237_reviewed	glutamate biosynthetic process
850920_reviewed	nucleolar large rRNA transcription by RNA polymerase I
851809_reviewed	negative regulation of ribosomal protein gene transcription by RNA polymerase II
855277_reviewed	chitin biosynthetic process
856528_reviewed	mitotic spindle elongation
856601_reviewed	intracellular monoatomic ion homeostasis
854318_reviewed	intracellular monoatomic ion homeostasis
855837_reviewed	cellular response to oxidative stress
856644_reviewed	intracellular iron ion homeostasis
854605_reviewed	Group I intron splicing
852470_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
856376_reviewed	protein ubiquitination
853675_reviewed	Golgi vesicle docking
850887_reviewed	cell division
854370_reviewed	cell division
854668_reviewed	actin filament bundle assembly
851985_reviewed	establishment of cell polarity
856648_reviewed	cell division
853031_reviewed	cellular response to glucose starvation
853492_reviewed	DNA damage response
855087_reviewed	karyogamy involved in conjugation with cellular fusion
852950_reviewed	ascospore formation
850587_reviewed	response to amino acid
851267_reviewed	tRNA-type intron splice site recognition and cleavage
855655_reviewed	cytoplasmic translation
850607_reviewed	cell division
850799_reviewed	cell redox homeostasis
851892_reviewed	proton motive force-driven ATP synthesis
850578_reviewed	cellular response to pheromone
853830_reviewed	(1->6)-beta-D-glucan biosynthetic process
856014_reviewed	cell redox homeostasis
852364_reviewed	cellular response to heat
854835_reviewed	cellular response to iron ion
852133_reviewed	cytosine metabolic process
854684_reviewed	cell division
855138_reviewed	positive regulation of ribosomal protein gene transcription by RNA polymerase II
851171_reviewed	coenzyme A metabolic process
855978_reviewed	protein import into nucleus
855300_reviewed	endocytosis
853853_reviewed	proton motive force-driven ATP synthesis
853259_reviewed	mitochondrial proton-transporting ATP synthase complex assembly
855401_reviewed	mitochondrial proton-transporting ATP synthase complex assembly
853585_reviewed	proton motive force-driven ATP synthesis
853345_reviewed	endosome organization
850714_reviewed	2-oxoglutarate metabolic process
855159_reviewed	mRNA transport
853002_reviewed	cell division
850907_reviewed	cell division
854965_reviewed	carnitine metabolic process
856429_reviewed	box C/D snoRNP assembly
855506_reviewed	chromatin remodeling
851272_reviewed	'de novo' IMP biosynthetic process
851894_reviewed	L-proline biosynthetic process
852146_reviewed	cellular response to nutrient levels
853447_reviewed	protein folding
853267_reviewed	proteolysis involved in protein catabolic process
855628_reviewed	cytoplasmic translation
856331_reviewed	antimonite transmembrane transport
852403_reviewed	phosphate ion transport
850370_reviewed	gluconeogenesis
851328_reviewed	carbohydrate transport
856825_reviewed	methionine biosynthetic process
850536_reviewed	carbohydrate transport
850630_reviewed	cellular response to iron ion
855092_reviewed	cellular hyperosmotic response
852407_reviewed	dolichol-linked oligosaccharide biosynthetic process
854057_reviewed	methylation
851785_reviewed	ubiquinone biosynthetic process
852804_reviewed	cytoplasmic translation
851177_reviewed	positive regulation of transcription elongation by RNA polymerase II
853668_reviewed	autophagosome-lysosome fusion
856313_reviewed	dolichol phosphate mannose biosynthetic process
854291_reviewed	cellular response to hydrogen peroxide
850344_reviewed	DNA replication
856083_reviewed	cell division
852921_reviewed	protein import into mitochondrial matrix
855775_reviewed	zinc ion transport
851786_reviewed	intracellular zinc ion homeostasis
856755_reviewed	fungal-type cell wall organization
851819_reviewed	endoplasmic reticulum inheritance
851161_reviewed	ER-dependent peroxisome organization
851412_reviewed	protein folding
850643_reviewed	aspartyl-tRNA aminoacylation
856589_reviewed	cellular response to oxidative stress
856145_reviewed	histidyl-tRNA aminoacylation
851425_reviewed	lysine biosynthetic process via aminoadipic acid
856059_reviewed	positive regulation of transcription by RNA polymerase II
851479_reviewed	amino acid catabolic process via Ehrlich pathway
852542_reviewed	positive regulation of thiamine biosynthetic process
854667_reviewed	DNA repair
855515_reviewed	chromatin organization
854902_reviewed	cytoplasmic translation
854258_reviewed	cytoplasmic translation
853939_reviewed	intracellular protein transport
854527_reviewed	DNA repair
853562_reviewed	protein catabolic process
850904_reviewed	detection of unfolded protein
855914_reviewed	mating
851481_reviewed	fatty acid beta-oxidation
855406_reviewed	mitochondrion organization
856524_reviewed	cell division
853361_reviewed	cellular response to L-arginine
853733_reviewed	cell wall organization
854286_reviewed	cell division
855256_reviewed	intracellular monoatomic cation homeostasis
854529_reviewed	glycolytic process
855099_reviewed	cell division
851435_reviewed	protein deubiquitination
850864_reviewed	cytoplasmic translation
854111_reviewed	intracellular signal transduction
856764_reviewed	DNA damage response
855201_reviewed	aerobic respiration
856612_reviewed	cellular response to oxidative stress
853388_reviewed	establishment or maintenance of actin cytoskeleton polarity
851650_reviewed	DNA recombinase assembly
855982_reviewed	meiotic DNA recombinase assembly
853636_reviewed	protein import into peroxisome matrix
855645_reviewed	actin filament bundle assembly
851326_reviewed	RNA (guanine-N7)-methylation
851743_reviewed	tRNA (guanine-N7)-methylation
855306_reviewed	ERAD pathway
852647_reviewed	GDP-mannose transmembrane transport
852094_reviewed	cell wall mannoprotein biosynthetic process
850963_reviewed	'de novo' protein folding
855675_reviewed	mitochondrial electron transport, cytochrome c to oxygen
852688_reviewed	maintenance of translational fidelity
853201_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
853717_reviewed	lipid catabolic process
852476_reviewed	lipid metabolic process
853768_reviewed	triglyceride catabolic process
854682_reviewed	phosphatidic acid biosynthetic process
851508_reviewed	CDP-diacylglycerol biosynthetic process
852205_reviewed	spliceosomal snRNP assembly
853170_reviewed	ubiquinone biosynthetic process
852516_reviewed	chromatin organization
852212_reviewed	free ubiquitin chain depolymerization
852318_reviewed	methylation
850945_reviewed	negative regulation of gene expression
852467_reviewed	proteasomal ubiquitin-independent protein catabolic process
852530_reviewed	fungal-type cell wall beta-glucan biosynthetic process
851807_reviewed	fungal-type cell wall beta-glucan biosynthetic process
853075_reviewed	mitochondrial translation
850830_reviewed	aerobic respiration
853811_reviewed	DNA damage response
851346_reviewed	DNA repair
851585_reviewed	autophagosome assembly
856147_reviewed	glutamine biosynthetic process
855949_reviewed	autophagy
851921_reviewed	mitochondrial respiratory chain complex IV assembly
851823_reviewed	mitochondrial translation
855727_reviewed	mitochondrial respiratory chain complex IV assembly
855469_reviewed	mitochondrial translation
856655_reviewed	maturation of SSU-rRNA
851955_reviewed	cell redox homeostasis
856506_reviewed	cell redox homeostasis
851160_reviewed	mitochondrial large ribosomal subunit assembly
855930_reviewed	mitochondrial translation
852064_reviewed	cell redox homeostasis
854980_reviewed	cell redox homeostasis
852113_reviewed	methionine metabolic process
850877_reviewed	methionine metabolic process
852127_reviewed	intracellular copper ion homeostasis
852129_reviewed	amyloid fibril formation
851459_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
852801_reviewed	endosome organization
856667_reviewed	chromatin remodeling
856819_reviewed	isoleucine biosynthetic process
856835_reviewed	protein deubiquitination
850437_reviewed	carbohydrate metabolic process
852086_reviewed	regulation of mRNA splicing, via spliceosome
850715_reviewed	'de novo' IMP biosynthetic process
850500_reviewed	endoplasmic reticulum unfolded protein response
852870_reviewed	intracellular protein localization
852768_reviewed	rescue of stalled ribosome
853893_reviewed	positive regulation of DNA-templated transcription
852752_reviewed	methionine biosynthetic process
856084_reviewed	methionine biosynthetic process
851378_reviewed	actin cortical patch assembly
852962_reviewed	regulation of transcription by RNA polymerase II
855110_reviewed	eisosome assembly
855758_reviewed	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
855047_reviewed	eisosome assembly
853080_reviewed	intermembrane phospholipid transfer
855457_reviewed	Golgi to plasma membrane protein transport
854652_reviewed	regulation of transcription by RNA polymerase II
856356_reviewed	diphosphoinositol polyphosphate metabolic process
856264_reviewed	maturation of 5.8S rRNA
856611_reviewed	carbohydrate metabolic process
854717_reviewed	maturation of SSU-rRNA
854703_reviewed	protein histidyl modification to diphthamide
853643_reviewed	protein histidyl modification to diphthamide
854669_reviewed	peptide catabolic process
853118_reviewed	folic acid-containing compound metabolic process
855708_reviewed	negative regulation of transcription by RNA polymerase II
853295_reviewed	meiotic cell cycle
853286_reviewed	fructose 2,6-bisphosphate metabolic process
856158_reviewed	mRNA splicing, via spliceosome
853573_reviewed	L-arginine biosynthetic process
854479_reviewed	'de novo' pyrimidine nucleobase biosynthetic process
853784_reviewed	maturation of SSU-rRNA
853166_reviewed	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
853894_reviewed	endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
853898_reviewed	chitin biosynthetic process
853945_reviewed	cellular response to oxidative stress
856161_reviewed	cellular response to oxidative stress
853967_reviewed	nucleocytoplasmic transport
850658_reviewed	cellular response to stress
855475_reviewed	chromatin organization
850709_reviewed	cytosolic ribosome assembly
855558_reviewed	cytosolic ribosome assembly
855149_reviewed	'de novo' IMP biosynthetic process
853932_reviewed	glycogen biosynthetic process
854344_reviewed	cellular response to nutrient
851088_reviewed	chromatin remodeling
855937_reviewed	autophagosome assembly
851154_reviewed	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
853875_reviewed	mitochondrial translation
855103_reviewed	ascospore formation
856475_reviewed	peptidyl-serine dephosphorylation
855135_reviewed	branched-chain amino acid biosynthetic process
850414_reviewed	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
852327_reviewed	proton motive force-driven ATP synthesis
853604_reviewed	aspartate family amino acid biosynthetic process
855254_reviewed	ERAD pathway
855301_reviewed	tRNA methylation
856925_reviewed	pseudohyphal growth
855652_reviewed	DNA replication, removal of RNA primer
851873_reviewed	mismatch repair
855639_reviewed	DNA damage response
855619_reviewed	L-leucine biosynthetic process
854275_reviewed	L-leucine biosynthetic process
856298_reviewed	ribosomal large subunit biogenesis
855567_reviewed	cellular response to arsenic-containing substance
855466_reviewed	positive regulation of cytoplasmic translation
855769_reviewed	carbohydrate metabolic process
855772_reviewed	mitochondrial translation
852434_reviewed	post-translational protein targeting to endoplasmic reticulum membrane
850951_reviewed	cytoplasmic translational elongation
854310_reviewed	succinyl-CoA catabolic process
853159_reviewed	succinyl-CoA catabolic process
856098_reviewed	CAT tailing
851145_reviewed	fungal-type cell wall organization
855999_reviewed	nuclear pore localization
855943_reviewed	leucyl-tRNA aminoacylation
855456_reviewed	endosome to plasma membrane protein transport
852464_reviewed	tyrosine biosynthetic process
853395_reviewed	gluconeogenesis
855039_reviewed	mitochondrial translation
852145_reviewed	homologous chromosome orientation in meiotic metaphase I
852313_reviewed	positive regulation of cellular response to heat
855430_reviewed	mRNA splicing, via spliceosome
854335_reviewed	post-translational protein targeting to endoplasmic reticulum membrane
854500_reviewed	cellular response to amino acid stimulus
856232_reviewed	mitochondrial tRNA 5'-end processing
851504_reviewed	cell wall mannoprotein biosynthetic process
850499_reviewed	dolichol phosphate mannose biosynthetic process
850561_reviewed	cellular response to histidine
853757_reviewed	chitin biosynthetic process
853839_reviewed	amino acid metabolic process
854534_reviewed	nucleotide-excision repair
856228_reviewed	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
851493_reviewed	glutamate biosynthetic process
851544_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
856510_reviewed	endoplasmic reticulum to Golgi vesicle-mediated transport
854714_reviewed	lysine biosynthetic process
851477_reviewed	cytoplasmic translation
856882_reviewed	transcription by RNA polymerase II
851890_reviewed	cellular response to oxidative stress
856304_reviewed	positive regulation of protein localization to spindle pole body
850510_reviewed	clathrin-coated vesicle cargo loading
852418_reviewed	diadenosine tetraphosphate biosynthetic process
851575_reviewed	cytoplasmic translation
853613_reviewed	branched-chain amino acid biosynthetic process
853705_reviewed	canonical glycolysis
850846_reviewed	acetyl-CoA biosynthetic process
853346_reviewed	chitin biosynthetic process
854475_reviewed	cellular bud site selection
852382_reviewed	chloride transmembrane transport
853498_reviewed	ribosomal large subunit biogenesis
852852_reviewed	cytoplasmic translation
850716_reviewed	cytoplasmic translation
856412_reviewed	asparaginyl-tRNA aminoacylation
854806_reviewed	telomere maintenance via telomerase
851126_reviewed	inositol phosphate biosynthetic process
855240_reviewed	'de novo' protein folding
855927_reviewed	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
855198_reviewed	peroxisome inheritance
855130_reviewed	cell wall organization
855600_reviewed	apoptotic process
855080_reviewed	arsenate ion transmembrane transport
856888_reviewed	arsenate ion transmembrane transport
856191_reviewed	mitotic cell cycle G1 arrest in response to pheromone
853803_reviewed	cellular hypotonic response
852915_reviewed	extraction of mislocalized protein from mitochondrial outer membrane
856275_reviewed	mRNA cis splicing, via spliceosome
850568_reviewed	cellular response to oxidative stress
854957_reviewed	protein folding
854758_reviewed	glycerol biosynthetic process
850438_reviewed	L-cystine transport
851016_reviewed	ascospore wall assembly
853686_reviewed	intracellular monoatomic cation homeostasis
855622_reviewed	amino acid transmembrane export from vacuole
856207_reviewed	ER to Golgi ceramide transport
854671_reviewed	cellular bud neck septin ring organization
855783_reviewed	phospholipid translocation
855222_reviewed	ERAD pathway
851812_reviewed	ADP biosynthetic process
853990_reviewed	intracellular magnesium ion homeostasis
853744_reviewed	negative regulation of conjugation with cellular fusion
851859_reviewed	histone catabolic process
853522_reviewed	G1/S transition of mitotic cell cycle
855336_reviewed	cellular response to oxidative stress
856081_reviewed	G2/M transition of mitotic cell cycle
853508_reviewed	intracellular iron ion homeostasis
856155_reviewed	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
856535_reviewed	sterol biosynthetic process
856624_reviewed	viral translational frameshifting
855236_reviewed	oligosaccharide metabolic process
850824_reviewed	phosphatidylcholine biosynthetic process
855568_reviewed	cell morphogenesis
855962_reviewed	peroxisome inheritance
850875_reviewed	regulation of proteolysis
855343_reviewed	cellular response to nitrogen starvation
853772_reviewed	nuclear-transcribed mRNA catabolic process, no-go decay
855425_reviewed	calcium ion import across plasma membrane
855743_reviewed	G1/S transition of mitotic cell cycle
4036073_reviewed	DNA recombination
850313_reviewed	protein catabolic process
856135_reviewed	membrane protein proteolysis
852867_reviewed	apoptotic process
854240_reviewed	cell division
852500_reviewed	endoplasmic reticulum unfolded protein response
854769_reviewed	protein-containing complex assembly
853051_reviewed	cytoplasmic translation
854262_reviewed	D-ribose metabolic process
852362_reviewed	dolichol-linked oligosaccharide biosynthetic process
852835_reviewed	dolichol-linked oligosaccharide biosynthetic process
853261_reviewed	autophagosome assembly
856587_reviewed	COPII-coated vesicle cargo loading
851627_reviewed	detection of unfolded protein
852277_reviewed	chromatin remodeling
853861_reviewed	ceramide biosynthetic process
856386_reviewed	ceramide biosynthetic process
853274_reviewed	intracellular monoatomic cation homeostasis
854805_reviewed	cell redox homeostasis
853596_reviewed	protein import into nucleus
854539_reviewed	endocytic recycling
852539_reviewed	mRNA branch site recognition
850456_reviewed	actin cortical patch localization
851075_reviewed	negative regulation of endoplasmic reticulum unfolded protein response
851670_reviewed	chromatin remodeling
852074_reviewed	positive regulation of DNA-templated transcription
853285_reviewed	protein autoprocessing
854888_reviewed	cellular response to oxidative stress
853639_reviewed	protein folding
852916_reviewed	cellular response to oxidative stress
855053_reviewed	cellular hypotonic response
854292_reviewed	ubiquinone biosynthetic process
854781_reviewed	ERAD pathway
854979_reviewed	ERAD pathway
852694_reviewed	endocytosis
856840_reviewed	protein folding
